AFGHANISTAN;KARACHI;;;
GUATEMALA;GUATEMALA CITY;;;
GUATEMALA;MORALES;;;
GUATEMALA;QUETZALTENANGO;;;
GUATEMALA;TECULUTAN;;;
GUINEA;CONAKRY;;;
GUINEA-BISSAU;BISSAU;;;
GUYANA;BARTICA;;;
GUYANA;GEORGETOWN;;;
HAITI;PORT-AU-PRINCE;;;
HONDURAS;CHOLUTECA;;;
HONDURAS;LA CEIBA;;;
HONDURAS;SAN PEDRO SULA;;;
HONDURAS;TEGUCIGALPA;;;
HONDURAS;TOCOA;;;
HONG KONG;GENEVA;;;
HONG KONG;HONG KONG;;;
HONG KONG;YUEN LONG;;;
HUNGARY;BEKESCSABA;;;
HUNGARY;BUDAORS;;;
HUNGARY;BUDAPEST;;;
HUNGARY;KAPOSUJLAK;;;
HUNGARY;NYIREGYHAZA;;;
HUNGARY;SZOMBATHELY;;;
ICELAND;REYKJAVIK;;;
INDIA;ADIPUR;;;
INDIA;ADOOR;;;
INDIA;AHMEDABAD;;;
INDIA;ALTO PROVORIM;;;
INDIA;ALWAR;;;
INDIA;ANANTAPUR;;;
INDIA;ASANSOL;;;
INDIA;BANGALORE;;;
INDIA;BARBIL;;;
INDIA;BHILAI;;;
INDIA;BHOPAL;;;
INDIA;BHUBANESWAR;;;
INDIA;BIJAPUR;;;
INDIA;BILASPUR;;;
INDIA;BUTIBORI;;;
INDIA;CALCUTTA;;;
INDIA;CHANDIGARH;;;
INDIA;CHANDRAPUR;;;
INDIA;CHENNAI;;;
INDIA;CHIMAKURTY;;;
INDIA;CHURCHA COLLIERY;;;
INDIA;COIMBATORE;;;
INDIA;DHANBAD;;;
INDIA;DHARUHERA;;;
INDIA;GHAZIABAD;;;
INDIA;GODDA;;;
INDIA;GREATER NOIDA;;;
INDIA;GULBARGA;;;
INDIA;GUWAHATI;;;
INDIA;HOSPET;;;
INDIA;HUBLI;;;
INDIA;HYDERABAD;;;
INDIA;INDORE;;;
INDIA;JABALPUR;;;
INDIA;JAIPUR;;;
INDIA;JALLARAM;;;
INDIA;JAMSHEDPUR;;;
INDIA;JHARSUGUDA;;;
INDIA;KANNUR;;;
INDIA;KARIMNAGAR;;;
INDIA;KARNAL;;;
INDIA;KIRANDUL;;;
INDIA;KOCHI;;;
INDIA;KOLKATA;;;
INDIA;KORBA;;;
INDIA;LUCKNOW;;;
INDIA;LUDHIANA;;;
INDIA;MADURAI;;;
INDIA;MALAPPURAM;;;
INDIA;MANGALORE;;;
INDIA;MUMBAI;;;
INDIA;NAGPUR;;;
INDIA;NELLORE;;;
INDIA;NEW DELHI;;;
INDIA;NEYVELI;;;
INDIA;PANVEL;;;
INDIA;PATNA;;;
INDIA;PUNE;;;
INDIA;RAIPUR;;;
INDIA;RAJKOT;;;
INDIA;RAMAGUNDAM;;;
INDIA;RANCHI;;;
INDIA;SALEM;;;
INDIA;SANKARMA;;;
INDIA;SATNA;;;
INDIA;SILIGURI;;;
INDIA;SINGRAULI;;;
INDIA;SURAT;;;
INDIA;TALCHER;;;
INDIA;TIRUNELVELI;;;
INDIA;TIRUVALLUR;;;
INDIA;TRICHY;;;
INDIA;TRIVANDRUM;;;
INDIA;UDAIPUR;;;
INDIA;VARANASI;;;
INDIA;VIJAYAWADA;;;
INDIA;VILLUPURAM;;;
INDIA;VISAKHAPATNAM;;;
INDIA;WALTAIR UPLANDS;;;
INDONESIA;AMBON;;;
INDONESIA;BALIKPAPAN;;;
INDONESIA;BANDAACEH;;;
INDONESIA;BANDAR LAMPUNG;;;
INDONESIA;BANDUNG;;;
INDONESIA;BANJARMASIN;;;
INDONESIA;BATAM;;;
INDONESIA;BATU HIJAU;;;
INDONESIA;BATULICIN;;;
INDONESIA;BEKASI;;;
INDONESIA;BENGKULU;;;
INDONESIA;BIAK;;;
INDONESIA;CILACAP;;;
INDONESIA;CILEGON;;;
INDONESIA;CILEUNGSI;;;
INDONESIA;CIREBON;;;
INDONESIA;JAKARTA;;;
INDONESIA;JAKARTA SELATAN;;;
INDONESIA;JAMBI;;;
INDONESIA;JAYAPURA;;;
INDONESIA;KARIMUN;;;
INDONESIA;KENDARI;;;
INDONESIA;KUPANG;;;
INDONESIA;KUTAI BARAT;;;
INDONESIA;MAKASSAR;;;
INDONESIA;MANADO;;;
INDONESIA;MATARAM;;;
INDONESIA;MEDAN;;;
INDONESIA;MERAUKE;;;
INDONESIA;MUARA ENIM;;;
INDONESIA;MUARA TEWEH;;;
INDONESIA;PADANG;;;
INDONESIA;PALEMBANG;;;
INDONESIA;PALU;;;
INDONESIA;PANGKALAN BUN;;;
INDONESIA;PANGKALPINANG;;;
INDONESIA;PASIR;;;
INDONESIA;PEKANBARU;;;
INDONESIA;PONTIANAK;;;
INDONESIA;PRABUMULIH;;;
INDONESIA;SAMARINDA;;;
INDONESIA;SEMARANG;;;
INDONESIA;SOROAKO;;;
INDONESIA;SORONG;;;
INDONESIA;SURABAYA;;;
INDONESIA;TANGERANG SELATAN;;;
INDONESIA;TANJUNG;;;
INDONESIA;TANJUNG REDEB;;;
INDONESIA;TARAKAN;;;
INDONESIA;TERNATE;;;
INDONESIA;TIMIKA;;;
IRELAND;CORK;;;
IRELAND;DUBLIN;;;
IRELAND;WILTON;;;
ISRAEL;BE'ER SHEVA;;;
ISRAEL;HOLON;;;
ISRAEL;QIRYAT BIALIK;;;
ITALY;AREZZO;;;
ITALY;AVENZA;;;
ITALY;BARANZATE;;;
ITALY;CAGLIARI;;;
ITALY;CALDERARA DI RENO;;;
ITALY;CALENZANO;;;
ITALY;CARINI;;;
ITALY;CARUGATE;;;
ITALY;CASTEGNATO;;;
ITALY;CATANIA;;;
ITALY;CRESPELLANO;;;
ITALY;CURNO;;;
ITALY;EGNA;;;
ITALY;FOSSANO;;;
ITALY;FROSINONE;;;
ITALY;GARDOLO;;;
ITALY;GENOA;;;
ITALY;GENOVA;;;
ITALY;GRAGNANO TREBBIENSE;;;
ITALY;LONATO;;;
ITALY;MARCIANISE;;;
ITALY;MODUGNO;;;
ITALY;ORTE;;;
ITALY;OSIMO;;;
ITALY;PASSIRANO;;;
ITALY;PESCATE;;;
ITALY;QUART;;;
ITALY;RENDE;;;
ITALY;ROMA;;;
ITALY;ROZZANO;;;
ITALY;SANTARCANGELO DI ROMAGNA;;;
ITALY;SARMEOLA;;;
ITALY;SASSARI;;;
ITALY;SCERNE DI PINETO;;;
ITALY;SETTIMO TORINESE;;;
ITALY;SOMMACAMPAGNA;;;
ITALY;STAGNO;;;
ITALY;TITO;;;
ITALY;TORGIANO;;;
ITALY;TRICESIMO;;;
ITALY;VAREDO;;;
ITALY;VERCELLI;;;
ITALY;VERONA;;;
ITALY;VIMODRONE;;;
JAMAICA;KINGSTON;;;
JAPAN;AKI;;;
JAPAN;ANAN;;;
JAPAN;CHIKUSHINO;;;
JAPAN;IMABARI;;;
JAPAN;KITA;;;
JAPAN;KOMORO;;;
JAPAN;KYOTO;;;
JAPAN;MATSUYAMA;;;
JAPAN;MIMA;;;
JAPAN;MITOYO;;;
JAPAN;NAKANO;;;
JAPAN;NIIHAMA;;;
JAPAN;OSAKA;;;
JAPAN;SEIYO;;;
JAPAN;SHIMANTO;;;
JAPAN;SHOZU;;;
JAPAN;TAKAMATSU;;;
JAPAN;TOKYO;;;
JAPAN;TOKUSHIMA;;;
JORDAN;AMMAN;;;
Kazakhstan ;Aktau ;;;
Kazakhstan ;Aktobe ;;;
Kazakhstan;Almaty ;;;
Kazakhstan ;Atyrau ;;;
Kazakhstan ;Balkhash;;;
Kazakhstan ;Ekibastuz;;;
Kazakhstan ;Karagandy;;;
Kazakhstan ;Kokshetau ;;;
Kazakhstan ;Kostanay ;;;
Kazakhstan ;Kyzylorda ;;;
Kazakhstan ;Nur-Sultan;;;
Kazakhstan ;Rudny ;;;
Kazakhstan ;Shymkent;;;
Kazakhstan ;Uralsk ;;;
Kazakhstan ;Ust'-Kamenogorsk;;;
Kazakhstan ;Zhezqazghan ;;;
KOREA  REPUBLIC OF;ANDONG;;;
KOREA  REPUBLIC OF;CHANGWON;;;
KOREA  REPUBLIC OF;CHEONAN;;;
KOREA  REPUBLIC OF;CHUNCHEON;;;
KOREA  REPUBLIC OF;DAEDEOK;;;
KOREA  REPUBLIC OF;DAEGU;;;
KOREA  REPUBLIC OF;DANGJIN;;;
KOREA  REPUBLIC OF;DONGHAE;;;
KOREA  REPUBLIC OF;GANGNEUNG;;;
KOREA  REPUBLIC OF;GUNSAN;;;
KOREA  REPUBLIC OF;GWANGJU;;;
KOREA  REPUBLIC OF;GWANGYANG;;;
KOREA  REPUBLIC OF;ICHEON;;;
KOREA  REPUBLIC OF;INCHON;;;
KOREA  REPUBLIC OF;JECHEON;;;
KOREA  REPUBLIC OF;JEONJU;;;
KOREA  REPUBLIC OF;JINJU;;;
KOREA  REPUBLIC OF;MOKPO;;;
KOREA  REPUBLIC OF;POHANG;;;
KOREA  REPUBLIC OF;PYEONGTAEK;;;
KOREA  REPUBLIC OF;SEOCHO;;;
KOREA  REPUBLIC OF;UIJEONGBU;;;
KOREA  REPUBLIC OF;YANGSAN;;;
KOREA  REPUBLIC OF;YEONGDEUNGPO;;;
KUWAIT;AL JAHRA;;;
KUWAIT;SAFAT;;;
Kyrgyzstan;Bishkek ;;;
LAO PEOPLE'S DEMO. REPUBLIC;VIENTIANE;;;
LATVIA;MARUPE;;;
LATVIA;MARUPES NOVADS;;;
LATVIA;REZEKNE;;;
LATVIA;VALMIERMUIZA;;;
LATVIA;VENTSPILS;;;
LEBANON;BEIRUT;;;
LESOTHO;MASERU;;;
LIBERIA;MONROVIA;;;
LIBYAN ARAB JAMAHIRIYA;BENGHAZI;;;
LIBYAN ARAB JAMAHIRIYA;TRIPOLI;;;
LITHUANIA;KAUNAS;;;
LITHUANIA;KLAIPEDA;;;
LITHUANIA;VILNIUS;;;
LUXEMBOURG;EHLANGE;;;
MADAGASCAR;ANTANANARIVO;;;
MADAGASCAR;FORT-DAUPHIN;;;
MALAWI;BLANTYRE;;;
MALAYSIA;BINTULU;;;
MALAYSIA;BUKIT MERTAJAM;;;
MALAYSIA;IPOH;;;
MALAYSIA;JOHOR BAHRU;;;
MALAYSIA;KEMAMAN;;;
MALAYSIA;KENINGAU;;;
MALAYSIA;KLUANG;;;
MALAYSIA;KOTA BHARU;;;
MALAYSIA;KOTA KINABALU;;;
MALAYSIA;KUALA TERENGGANU;;;
MALAYSIA;KUANTAN;;;
MALAYSIA;KUCHING;;;
MALAYSIA;LABUAN;;;
MALAYSIA;LAHAD DATU;;;
MALAYSIA;LANGKAWI;;;
MALAYSIA;MELAKA;;;
MALAYSIA;MIRI;;;
MALAYSIA;PUCHONG;;;
MALAYSIA;SANDAKAN;;;
MALAYSIA;SIBU;;;
MALAYSIA;TAWAU;;;
MALI;BAMAKO;;;
MALTA;BURMARRAD;;;
MARTINIQUE;LAMENTIN;;;
MAURITANIA;BORDEAUX CEDEX;;;
MAURITANIA;NOUAKCHOTT;;;
MAURITIUS;EBENE;;;
MAURITIUS;PAILLES;;;
MAYOTTE;MAMOUDZOU;;;
MEXICO;CANANEA;;;
MEXICO;CASAS GRANDES;;;
MEXICO;CHIHUAHUA;;;
MEXICO;CIUDAD JUAREZ;;;
MEXICO;CIUDAD OBREGON;;;
MEXICO;CUAUHTEMOC;;;
MEXICO;CULIACAN;;;
MEXICO;DELICIAS;;;
MEXICO;DURANGO;;;
MEXICO;GOMEZ PALACIO;;;
MEXICO;GUAYMAS;;;
MEXICO;GUERRERO NEGRO;;;
MEXICO;HIDALGO DEL PARRAL;;;
MEXICO;LA PAZ;;;
MEXICO;LOS MOCHIS;;;
MEXICO;MAZATLAN;;;
MEXICO;MEXICALI;;;
MEXICO;SANTA CATARINA;;;
MEXICO;TLAQUEPAQUE;;;
MONGOLIA;DENVER;;;
MONGOLIA;KHANBOGD;;;
MONGOLIA;ULAANBAATAR;;;
MONTENEGRO;DANILOVGRAD;;;
MOROCCO;AGADIR ANZA;;;
MOROCCO;AIN SEBAA;;;
MOROCCO;MARRAKECH;;;
MOROCCO;MEKNES;;;
MOROCCO;OUJDA;;;
MOROCCO;TANGIER;;;
NAMIBIA;OTJIWARONGO;;;
NAMIBIA;WALVIS BAY;;;
NEPAL;KATHMANDU;;;
NETHERLANDS;AALSMEER;;;
NETHERLANDS;ALMERE;;;
NETHERLANDS;APELDOORN;;;
NETHERLANDS;BEILEN;;;
NETHERLANDS;BLADEL;;;
NETHERLANDS;BREDA;;;
NETHERLANDS;CRUQUIUS;;;
NETHERLANDS;DEN HELDER;;;
NETHERLANDS;EEMSHAVEN;;;
NETHERLANDS;GRONINGEN;;;
NETHERLANDS;HEERHUGOWAARD;;;
NETHERLANDS;MAASBRACHT;;;
NETHERLANDS;MOERDIJK;;;
NETHERLANDS;PAPENDRECHT;;;
NETHERLANDS;'S HERTOGENBOSCH;;;
NETHERLANDS;THE HAGUE;;;
NETHERLANDS;VALKENSWAARD;;;
NEW CALEDONIA;NOUMEA;;;
NEW ZEALAND;CHRISTCHURCH;;;
NEW ZEALAND;DUNEDIN;;;
NEW ZEALAND;GISBORNE;;;
NEW ZEALAND;GREYMOUTH;;;
NEW ZEALAND;HAMILTON;;;
NEW ZEALAND;INVERCARGILL;;;
NEW ZEALAND;LOWER HUTT;;;
NEW ZEALAND;MANUKAU;;;
NEW ZEALAND;NAPIER;;;
NEW ZEALAND;NELSON;;;
NEW ZEALAND;NEW PLYMOUTH;;;
NEW ZEALAND;PALMERSTON NORTH;;;
NEW ZEALAND;ROTORUA;;;
NEW ZEALAND;WHANGAREI;;;
NICARAGUA;MANAGUA;;;
NIGER;NIAMEY;;;
NORTHERN MARIANA ISLANDS;SAIPAN;;;
NORWAY;ALESUND;;;
NORWAY;AVALDSNES;;;
NORWAY;BLOMSTERDALEN;;;
NORWAY;EGERSUND;;;
NORWAY;EIDSNES;;;
NORWAY;LAKSEVAAG;;;
NORWAY;LIERSTRANDA;;;
NORWAY;MOSS;;;
NORWAY;PORSGRUNN;;;
NORWAY;RUDSHOGDA;;;
NORWAY;SANDNES;;;
NORWAY;SKEDSMOKORSET;;;
NORWAY;TROMSOE;;;
NORWAY;TRONDHEIM;;;
OMAN;FALAJ AL-QABAIL;;;
OMAN;JIBROO;;;
OMAN;SALALAH;;;
PAKISTAN;FAISALABAD;;;
PAKISTAN;ISLAMABAD;;;
PAKISTAN;LAHORE;;;
PAKISTAN;MULTAN;;;
PAKISTAN;PESHAWAR;;;
PAKISTAN;QUETTA;;;
PALESTINE  STATE OF;GAZA;;;
PALESTINE  STATE OF;RAMALLAH;;;
PANAMA;ARRAIJAN;;;
PANAMA;DAVID;;;
PANAMA;EL DORADO;;;
PANAMA;PANAMA CITY;;;
PAPUA NEW GUINEA;BOROKO;;;
PAPUA NEW GUINEA;LAE;;;
PAPUA NEW GUINEA;RABAUL;;;
PAPUA NEW GUINEA;TABUBIL;;;
PARAGUAY;ASUNCION;;;
PARAGUAY;KATUETE;;;
PARAGUAY;LIMPIO;;;
PERU;AREQUIPA;;;
PERU;BAGUA GRANDE;;;
PERU;CAJAMARCA;;;
PERU;CHICLAYO;;;
PERU;CHIMBOTE;;;
PERU;CUSCO;;;
PERU;HUANCAYO;;;
PERU;HUARAZ;;;
PERU;ICA;;;
PERU;ILO;;;
PERU;IQUITOS;;;
PERU;LAMBAYEQUE;;;
PERU;LIMA;;;
PERU;MIRAFLORES;;;
PERU;PIURA;;;
PERU;PUCALLPA;;;
PERU;PUERTO MALDONADO;;;
PERU;TARAPOTO;;;
PERU;TRUJILLO;;;
PHILIPPINES;BACOLOD CITY;;;
PHILIPPINES;BATARASA;;;
PHILIPPINES;CAGAYAN DE ORO CITY;;;
PHILIPPINES;DAVAO CITY;;;
PHILIPPINES;ILIGAN;;;
PHILIPPINES;KALOOKAN CITY;;;
PHILIPPINES;MANDAUE;;;
PHILIPPINES;QUEZON CITY;;;
PHILIPPINES;SAN PEDRO;;;
PHILIPPINES;SURIGAO;;;
POLAND;CHOROSZCZ;;;
POLAND;CZELADZ;;;
POLAND;ELK;;;
POLAND;GDANSK;;;
POLAND;KOMORNIKI;;;
POLAND;KRAKOW;;;
POLAND;KSAWEROW;;;
POLAND;LOMIANKI;;;
POLAND;LUBLIN;;;
POLAND;NOWA WIES;;;
POLAND;OLSZTYN;;;
POLAND;SZCZECIN;;;
POLAND;TORUN;;;
PORTUGAL;BEJA;;;
PORTUGAL;MAIA;;;
PORTUGAL;PONTA DELGADA;;;
PORTUGAL;PRIOR VELHO;;;
PUERTO RICO;SAN JUAN;;;
QATAR;DOHA;;;
REPUBLIC OF BOLIVIA;POTOSI;;;
REPUBLIC OF BOLIVIA;SANTA CRUZ DE LA SIERRA;;;
REPUBLIC OF KOSOVO;LLAPNASELLE;;;
REPUBLIC OF NORTH MACEDONIA;CUCER SANDEVO;;;
REPUBLIC OF SOUTH SUDAN;JUBA;;;
REUNION;LE PORT;;;
ROMANIA;BRASOV;;;
ROMANIA;CLUJ-NAPOCA;;;
ROMANIA;MOGOSOAIA;;;
ROMANIA;TIMISOARA;;;
RUSSIA FEDERATION;Abakan;;;
RUSSIA FEDERATION;Afipsky ;;;
RUSSIA FEDERATION;ARKHANGELSK;;;
RUSSIA FEDERATION;Arkhangelsk ;;;
RUSSIA FEDERATION;Artem ;;;
RUSSIA FEDERATION;Barnaul ;;;
RUSSIA FEDERATION;BELGOROD;;;
RUSSIA FEDERATION;Belogorsk ;;;
RUSSIA FEDERATION;Belovo ;;;
RUSSIA FEDERATION;BLAGOVESCHENSK;;;
RUSSIA FEDERATION;Blagoveshchensk ;;;
RUSSIA FEDERATION;Bodaybo ;;;
RUSSIA FEDERATION;BOR;;;
RUSSIA FEDERATION;Bratsk ;;;
RUSSIA FEDERATION;CHELYABINSK;;;
RUSSIA FEDERATION;Chelyabinsk ;;;
RUSSIA FEDERATION;Cherepovets ;;;
RUSSIA FEDERATION;Chita ;;;
RUSSIA FEDERATION;Gay;;;
RUSSIA FEDERATION;Irkutsk ;;;
RUSSIA FEDERATION;KACHKANAR;;;
RUSSIA FEDERATION;Kaliningrad ;;;
RUSSIA FEDERATION;KALUGA;;;
RUSSIA FEDERATION;Kaluga ;;;
RUSSIA FEDERATION;Kazan;;;
RUSSIA FEDERATION;Kemerovo ;;;
RUSSIA FEDERATION;KHABAROVSK;;;
RUSSIA FEDERATION;Khabarovsk ;;;
RUSSIA FEDERATION;KIROVSK;;;
RUSSIA FEDERATION;Kirovsk ;;;
RUSSIA FEDERATION;KOLA;;;
RUSSIA FEDERATION;Kola ;;;
RUSSIA FEDERATION;KOMSOMOLSK-NA-AMURE;;;
RUSSIA FEDERATION;Komsomolsk-on-Amur;;;
RUSSIA FEDERATION;Kostomuksha ;;;
RUSSIA FEDERATION;KOTLAS;;;
RUSSIA FEDERATION;Kovdor ;;;
RUSSIA FEDERATION;Kovrov ;;;
RUSSIA FEDERATION;KRASNOTURINSK;;;
RUSSIA FEDERATION;Krasnoyarsk;;;
RUSSIA FEDERATION;Kurilsk ;;;
RUSSIA FEDERATION;Lipetsk ;;;
RUSSIA FEDERATION;MAGADAN;;;
RUSSIA FEDERATION;Magadan ;;;
RUSSIA FEDERATION;Mezhdurechensk ;;;
RUSSIA FEDERATION;Mineralnye Vody;;;
RUSSIA FEDERATION;Mirny ;;;
RUSSIA FEDERATION;MOSCOW;;;
RUSSIA FEDERATION;Nakhodka ;;;
RUSSIA FEDERATION;Neryungri;;;
RUSSIA FEDERATION;Nizhny Kuranakh;;;
RUSSIA FEDERATION;Norilsk;;;
RUSSIA FEDERATION;Novokuznetsk ;;;
RUSSIA FEDERATION;NOVOSIBIRSK;;;
RUSSIA FEDERATION;Novy Urengoy;;;
RUSSIA FEDERATION;Olenegorsk ;;;
RUSSIA FEDERATION;Omsk ;;;
RUSSIA FEDERATION;ORENBURG;;;
RUSSIA FEDERATION;Orenburg ;;;
RUSSIA FEDERATION;Perm ;;;
RUSSIA FEDERATION;Petropavlovsk-Kamchatskiy;;;
RUSSIA FEDERATION;PETROZAVODSK;;;
RUSSIA FEDERATION;Petrozavodsk ;;;
RUSSIA FEDERATION;Pskov ;;;
RUSSIA FEDERATION;PUTILKOVO;;;
RUSSIA FEDERATION;QORMI;;;
RUSSIA FEDERATION;Rostov-on-Don;;;
RUSSIA FEDERATION;Saint Petersburg ;;;
RUSSIA FEDERATION;Samara ;;;
RUSSIA FEDERATION;Saransk;;;
RUSSIA FEDERATION;Saratov ;;;
RUSSIA FEDERATION;SATKA;;;
RUSSIA FEDERATION;Stary Oskol;;;
RUSSIA FEDERATION;Stavropol ;;;
RUSSIA FEDERATION;Surgut;;;
RUSSIA FEDERATION;Svobodny ;;;
RUSSIA FEDERATION;Tomsk ;;;
RUSSIA FEDERATION;TONSHALOVO;;;
RUSSIA FEDERATION;Tula ;;;
RUSSIA FEDERATION;Tver ;;;
RUSSIA FEDERATION;Tyumen ;;;
RUSSIA FEDERATION;Udachny ;;;
RUSSIA FEDERATION;Ufa;;;
RUSSIA FEDERATION;Ukhta ;;;
RUSSIA FEDERATION;Ulan-Ude;;;
RUSSIA FEDERATION;VANGASH;;;
RUSSIA FEDERATION;VANINO;;;
RUSSIA FEDERATION;Veliky Novgorod;;;
RUSSIA FEDERATION;Veliky Ustyug;;;
RUSSIA FEDERATION;VLADIVOSTOK;;;
RUSSIA FEDERATION;Volgograd ;;;
RUSSIA FEDERATION;Vorkuta ;;;
RUSSIA FEDERATION;Voronezh ;;;
RUSSIA FEDERATION;Yakutsk ;;;
RUSSIA FEDERATION;Yekaterinburg ;;;
RUSSIA FEDERATION;YUZHNO SAKHALINSK;;;
RUSSIA FEDERATION;Yuzhno-Sakhalinsk;;;
RUSSIA FEDERATION;Zapolyarny ;;;
RUSSIA FEDERATION;ZHELEZNOGORSK;;;
RWANDA;KIGALI;;;
SAUDI ARABIA;ABHA-KHAMEES;;;
SAUDI ARABIA;AL HOFUF;;;
SAUDI ARABIA;DAMMAM;;;
SAUDI ARABIA;EL JOUF;;;
SAUDI ARABIA;GASSIM/BURAIDAH;;;
SAUDI ARABIA;HAIL;;;
SAUDI ARABIA;JEDDAH;;;
SAUDI ARABIA;JUBAIL;;;
SAUDI ARABIA;MADINA;;;
SAUDI ARABIA;MECCA;;;
SAUDI ARABIA;RIYADH;;;
SAUDI ARABIA;TABUK;;;
SAUDI ARABIA;WADI EL DAWASSIR;;;
SAUDI ARABIA;YANBU;;;
SENEGAL;DAKAR;;;
SERBIA;VRCIN;;;
SEYCHELLES;VICTORIA;;;
SINGAPORE;JURONG;;;
SLOVAKIA;BANSKA BYSTRICA-KRALOVA;;;
SLOVAKIA;BRATISLAVA;;;
SLOVAKIA;KOSICE;;;
SLOVAKIA;NITRA;;;
SLOVAKIA;ZILINA;;;
SLOVENIA;GROSUPLJE;;;
SLOVENIA;LUGANO;;;
SOLOMON ISLANDS;HONIARA;;;
SOUTH AFRICA;BELLVILLE;;;
SOUTH AFRICA;BLOEMFONTEIN;;;
SOUTH AFRICA;DURBAN;;;
SOUTH AFRICA;DURBAN NORTH;;;
SOUTH AFRICA;EAST LONDON;;;
SOUTH AFRICA;FRANKENWALD;;;
SOUTH AFRICA;GEORGE;;;
SOUTH AFRICA;ISANDO;;;
SOUTH AFRICA;KIMBERLEY;;;
SOUTH AFRICA;MBOMBELA;;;
SOUTH AFRICA;MIDDELBURG;;;
SOUTH AFRICA;NEWCASTLE;;;
SOUTH AFRICA;POLOKWANE;;;
SOUTH AFRICA;PORT ELIZABETH;;;
SOUTH AFRICA;POTGIETERSRUS;;;
SOUTH AFRICA;RICHARD'S BAY;;;
SOUTH AFRICA;RUSTENBURG;;;
SOUTH AFRICA;SANDTON;;;
SOUTH AFRICA;SILVERTON;;;
SOUTH AFRICA;SPRINGBOK;;;
SOUTH AFRICA;UMTATA;;;
SOUTH AFRICA;WOLMARANSSTAD;;;
SPAIN;ALBOLOTE;;;
SPAIN;ARGANDA DEL REY;;;
SPAIN;BARCELONA;;;
SPAIN;BERGONDO;;;
SPAIN;CORDOBA;;;
SPAIN;HUMANES DE MADRID;;;
SPAIN;LAS PALMAS DE GRAN CANARIA;;;
SPAIN;LERIDA;;;
SPAIN;LOS BARRIOS;;;
SPAIN;MACAEL;;;
SPAIN;MADRID;;;
SPAIN;MERIDA;;;
SPAIN;MOLINA DE SEGURA;;;
SPAIN;ORTUELLA;;;
SPAIN;OVIEDO;;;
SPAIN;PALMA DE MALLORCA;;;
SPAIN;PAMPLONA;;;
SPAIN;SAN MIGUEL DE LAS DUENAS;;;
SPAIN;SANTA CRUZ DE TENERIFE;;;
SPAIN;SEVILLA;;;
SPAIN;TELDE;;;
SPAIN;VALENCIA;;;
SPAIN;VALLADOLID;;;
SPAIN;VIGO;;;
SPAIN;ZARAGOZA;;;
SRI LANKA;ANURADHAPURA;;;
SRI LANKA;COLOMBO;;;
SRI LANKA;GALLE;;;
SRI LANKA;WATTALA;;;
SURINAME;DOMBURG;;;
SURINAME;NICKERIE;;;
SURINAME;PARAMARIBO;;;
SWAZILAND;MANZINI;;;
SWEDEN;BODEN;;;
SWEDEN;BORLANGE;;;
SWEDEN;ESLOV;;;
SWEDEN;GALLIVARE;;;
SWEDEN;GUNNILSE;;;
SWEDEN;KARLSTAD;;;
SWEDEN;KIRUNA;;;
SWEDEN;KUNGALV;;;
SWEDEN;LINKOPING;;;
SWEDEN;MOELNDAL;;;
SWEDEN;OESTERFAERNEBO;;;
SWEDEN;OSTERSUND;;;
SWEDEN;TIMRA;;;
SWEDEN;UMEAA;;;
SWEDEN;UPPLANDS VASBY;;;
SWITZERLAND;CONTHEY;;;
SWITZERLAND;DELEMONT;;;
SWITZERLAND;ECHANDENS;;;
SWITZERLAND;EMMEN;;;
SWITZERLAND;GOSSAU;;;
SWITZERLAND;ITTIGEN;;;
SWITZERLAND;LANDQUART;;;
SWITZERLAND;LANGENTHAL;;;
SWITZERLAND;MENDRISIO;;;
SWITZERLAND;MURTEN;;;
SWITZERLAND;OFTRINGEN;;;
SWITZERLAND;PAYERNE;;;
SWITZERLAND;PORRENTRUY;;;
SWITZERLAND;PRATTELN;;;
SWITZERLAND;PUIDOUX;;;
SWITZERLAND;RARON;;;
SWITZERLAND;RENNAZ;;;
SWITZERLAND;ROMANEL-SUR-LAUSANNE;;;
SWITZERLAND;SPREITENBACH;;;
SWITZERLAND;VILLARS-SUR-GLANE;;;
SWITZERLAND;VOLKETSWIL;;;
TAIWAN  PROVINCE OF CHINA;DAYUAN;;;
TAIWAN  PROVINCE OF CHINA;HUALIEN;;;
TAIWAN  PROVINCE OF CHINA;KAOHSIUNG;;;
TAIWAN  PROVINCE OF CHINA;SHANHUA;;;
TAIWAN  PROVINCE OF CHINA;TAICHUNG;;;
TAJIKISTAN;DUSHANBE;;;
THAILAND;BANG PHLI;;;
THAILAND;BANGKOK;;;
THAILAND;CHANTHABURI;;;
THAILAND;CHIANG MAI;;;
THAILAND;CHIANG RAI;;;
THAILAND;CHON BURI;;;
THAILAND;CHUMPHON;;;
THAILAND;HAT YAI;;;
THAILAND;KANCHANABURI;;;
THAILAND;KHON KAEN;;;
THAILAND;LAMPANG;;;
THAILAND;NAKHON PATHOM;;;
THAILAND;NAKHON RATCHASIMA;;;
THAILAND;NAKHON SAWAN;;;
THAILAND;NAKHON SI THAMMARAT;;;
THAILAND;PHITSANULOK;;;
THAILAND;PHUKET;;;
THAILAND;RAYONG;;;
THAILAND;SAKON NAKHON;;;
THAILAND;SAMUT SAKHON;;;
THAILAND;SARABURI;;;
THAILAND;SURAT THANI;;;
THAILAND;TAK;;;
THAILAND;UBON RATCHATHANI;;;
THAILAND;UDON THANI;;;
TIMOR-LESTE;SINGAPORE;;;
TOGO;LOME;;;
